nitrogen,phosphorus,potassium,ph,rainfall,temperature,humidity,soil_type,season,region,irrigation,crop
29.0,17.0,29.0,5.96,211.25,29.2,95.67,sandy,long_rains,coastal,0,coconut
29.78,47.51,46.62,6.0,528.81,21.65,55.37,loamy,transitional,semi_arid,0,chickpea
116.41,51.66,69.62,7.2,740.29,29.77,51.2,loamy,long_rains,coastal,0,cotton
14.0,67.0,22.0,5.62,84.64,23.83,24.75,silty,short_rains,sub_humid,0,kidney_beans
28.0,58.0,81.0,6.18,93.35,17.48,16.54,loamy,transitional,highland,1,chickpea
89.0,85.0,55.0,6.28,91.73,26.67,76.49,clay,long_rains,coastal,0,banana
100.0,52.0,19.0,7.9,93.5,23.46,82.45,loamy,long_rains,coastal,0,cotton
83.74,50.37,40.82,6.4,544.41,17.81,55.4,loamy,dry,highland,0,wheat
169.64,54.26,177.31,6.7,1426.73,28.38,78.9,loamy,long_rains,sub_humid,0,banana
37.0,62.0,17.0,7.12,74.62,25.69,69.84,clay,short_rains,coastal,0,blackgram
150.63,45.82,77.48,5.7,2035.09,17.14,79.21,silty,long_rains,highland,0,tea
126.11,80.82,116.1,5.4,693.57,11.79,66.7,loamy,long_rains,highland,0,potato
14.0,37.0,15.0,6.58,48.94,27.96,83.98,loamy,transitional,sub_humid,0,mung_bean
52.0,68.0,78.0,6.9,86.05,17.49,16.96,sandy,dry,semi_arid,0,chickpea
2.0,129.0,201.0,5.68,122.14,22.78,94.37,loamy,dry,highland,1,apple
69.18,44.52,34.02,6.4,443.26,29.45,44.74,sandy,short_rains,semi_arid,0,sorghum
101.0,31.0,26.0,6.86,158.86,26.71,69.71,loamy,long_rains,highland,0,coffee
31.0,13.0,33.0,5.86,205.55,27.64,95.49,sandy,long_rains,coastal,0,coconut
23.48,56.41,48.84,6.2,539.68,18.76,49.28,sandy,transitional,highland,0,chickpea
158.85,38.72,81.8,4.9,2089.15,16.01,79.36,loamy,long_rains,highland,0,tea
37.0,61.18,63.43,6.4,686.31,30.34,55.74,sandy,long_rains,sub_humid,0,groundnut
126.91,80.07,127.59,5.7,683.38,14.0,70.29,loamy,long_rains,highland,0,potato
59.0,55.0,19.0,7.33,68.97,31.74,62.51,loamy,transitional,sub_humid,0,blackgram
78.19,47.31,40.15,6.8,519.21,16.54,52.85,clay,dry,highland,1,wheat
184.7,66.04,137.45,6.6,1712.05,30.31,75.97,clay,long_rains,coastal,1,sugarcane
85.0,35.0,32.0,6.85,133.11,26.25,54.29,silty,long_rains,highland,1,coffee
102.58,59.22,76.52,7.4,725.44,28.08,55.81,clay,long_rains,sub_humid,0,cotton
111.47,67.28,106.61,7.0,559.26,16.96,73.13,clay,short_rains,highland,0,cabbage
68.97,47.93,38.33,6.7,504.74,25.64,50.56,sandy,short_rains,arid,1,sorghum
104.12,57.91,73.21,6.3,822.37,28.5,49.82,clay,long_rains,sub_humid,0,cotton
86.09,48.78,38.89,7.4,596.82,17.74,51.69,loamy,dry,highland,1,wheat
70.47,49.38,115.95,6.9,564.11,23.91,74.19,loamy,short_rains,highland,0,sweetpotato
95.0,7.0,45.0,6.03,25.09,27.3,90.8,sandy,dry,sub_humid,1,muskmelon
102.18,65.13,95.87,7.5,442.65,22.27,49.06,loamy,dry,semi_arid,1,onion
37.0,23.0,12.0,6.4,113.12,31.53,90.51,sandy,transitional,sub_humid,1,orange
27.63,53.72,46.13,5.6,552.74,19.61,46.27,loamy,dry,highland,0,chickpea
91.0,21.0,26.0,7.26,191.65,26.33,57.36,loamy,long_rains,highland,0,coffee
34.82,61.62,46.18,6.2,649.12,19.87,60.5,silty,long_rains,highland,0,beans
27.96,56.41,43.6,6.8,424.39,19.53,42.41,clay,dry,highland,1,lentils
10.0,79.0,18.0,5.62,184.62,21.06,55.47,loamy,long_rains,semi_arid,0,pigeon_peas
29.0,68.0,23.0,5.83,116.73,24.16,19.28,loamy,long_rains,sub_humid,0,kidney_beans
55.54,42.21,84.97,5.6,969.99,27.7,71.75,loamy,long_rains,sub_humid,0,cassava
37.13,60.86,66.36,6.5,694.98,26.44,58.23,loamy,long_rains,sub_humid,0,groundnut
15.0,14.0,8.0,6.22,119.39,10.01,90.22,loamy,transitional,highland,0,orange
35.29,71.28,69.53,6.2,681.8,29.64,58.85,loamy,long_rains,coastal,0,groundnut
113.09,53.1,42.98,5.8,1514.15,26.93,84.8,silty,long_rains,sub_humid,0,rice
132.54,55.88,100.27,6.0,1563.35,20.35,72.4,silty,long_rains,highland,1,coffee
58.49,54.64,70.77,6.8,555.88,24.9,47.95,loamy,short_rains,semi_arid,0,sunflower
99.5,52.58,46.54,6.2,621.9,21.38,67.61,loamy,long_rains,highland,0,maize
30.3,63.85,51.2,7.3,516.43,21.55,66.93,loamy,long_rains,sub_humid,0,beans
95.18,80.48,131.32,6.2,530.47,24.2,63.89,loamy,transitional,sub_humid,1,tomato
76.57,54.03,61.78,7.1,534.28,24.77,43.31,sandy,dry,sub_humid,0,sunflower
24.92,64.57,45.91,6.8,367.11,18.03,47.9,clay,transitional,semi_arid,0,lentils
60.0,68.0,83.0,6.62,85.53,19.12,18.43,sandy,transitional,highland,0,chickpea
60.82,47.27,73.46,6.3,914.66,29.57,67.56,loamy,long_rains,coastal,0,cassava
26.51,59.23,43.15,7.1,348.3,18.62,46.22,loamy,dry,highland,0,lentils
126.59,77.1,125.92,6.0,625.72,15.9,65.33,silty,long_rains,highland,1,potato
10.0,9.0,28.0,6.28,150.05,29.01,94.01,sandy,long_rains,coastal,1,coconut
59.69,45.27,81.03,6.3,853.42,26.71,73.98,sandy,long_rains,coastal,0,cassava
180.6,67.9,181.49,6.8,1779.85,23.84,76.58,clay,long_rains,sub_humid,0,banana
101.98,79.95,127.24,6.7,580.46,25.17,62.77,silty,dry,highland,1,tomato
42.0,79.0,23.0,6.78,68.57,27.72,63.29,clay,short_rains,sub_humid,0,blackgram
122.74,86.06,132.05,6.1,705.85,17.77,70.12,loamy,transitional,highland,1,potato
68.0,58.0,38.0,6.34,221.21,23.22,83.03,silty,long_rains,coastal,1,rice
127.0,37.0,18.0,7.04,91.92,24.88,76.3,clay,long_rains,coastal,0,cotton
30.0,25.0,31.0,5.8,208.12,26.31,98.62,loamy,long_rains,coastal,0,coconut
65.9,47.39,85.29,5.7,884.71,27.62,70.09,sandy,long_rains,coastal,0,cassava
56.0,67.0,78.0,8.26,77.82,17.57,16.72,loamy,dry,semi_arid,1,chickpea
124.97,78.13,131.21,6.2,695.12,13.56,69.21,silty,transitional,highland,0,potato
112.59,55.39,43.44,5.8,1843.77,26.05,84.56,clay,long_rains,coastal,1,rice
61.24,45.41,76.0,6.4,985.64,27.86,70.77,loamy,long_rains,sub_humid,0,cassava
40.0,144.0,196.0,5.99,107.03,22.72,92.25,loamy,transitional,highland,0,apple
149.2,45.48,86.59,5.9,1764.45,16.82,83.68,loamy,long_rains,highland,0,tea
12.0,29.0,40.0,6.59,111.28,19.68,89.75,loamy,dry,semi_arid,0,pomegranate
163.0,43.74,84.98,5.0,1995.25,18.91,80.97,silty,long_rains,highland,0,tea
135.84,62.67,104.86,6.5,1539.5,19.81,74.53,loamy,long_rains,highland,0,coffee
31.9,64.11,55.17,6.8,582.69,20.17,60.64,silty,long_rains,sub_humid,1,beans
65.42,39.12,42.38,6.8,464.27,27.5,40.28,sandy,short_rains,semi_arid,1,sorghum
128.78,73.24,113.46,5.2,702.34,13.52,70.59,loamy,long_rains,highland,0,potato
83.57,45.41,70.73,6.6,805.78,29.0,53.88,sandy,dry,semi_arid,0,mango
62.39,56.17,68.27,6.7,611.02,25.19,51.35,sandy,short_rains,sub_humid,1,sunflower
68.28,39.74,40.76,7.3,419.2,31.93,47.84,loamy,dry,semi_arid,1,sorghum
102.39,63.21,102.01,6.0,447.03,22.28,52.67,sandy,dry,highland,1,onion
158.56,46.96,79.87,5.6,1966.33,17.25,80.63,loamy,long_rains,highland,0,tea
9.0,49.0,16.0,7.66,55.05,30.88,41.37,sandy,dry,semi_arid,0,moth_beans
59.76,42.07,74.94,6.4,868.45,27.47,75.01,sandy,long_rains,sub_humid,1,cassava
65.79,58.44,105.52,6.7,626.08,22.28,67.7,sandy,short_rains,highland,0,sweetpotato
56.04,35.7,35.86,6.7,297.66,28.89,44.31,sandy,short_rains,semi_arid,0,millet
70.4,39.93,74.91,6.4,971.35,28.98,64.13,loamy,dry,coastal,0,mango
34.0,34.0,35.0,6.42,95.26,27.27,47.17,sandy,transitional,semi_arid,1,mango
28.49,63.9,55.69,6.4,530.18,19.96,62.4,silty,long_rains,sub_humid,0,beans
75.31,41.95,41.5,7.4,364.22,28.77,47.36,sandy,dry,arid,0,sorghum
4.0,41.0,20.0,6.65,37.45,28.15,83.8,loamy,transitional,semi_arid,0,mung_bean
27.01,67.33,61.61,6.8,669.64,27.82,57.94,loamy,long_rains,coastal,0,groundnut
34.0,59.0,18.0,5.74,87.67,23.38,21.99,loamy,short_rains,highland,1,kidney_beans
184.3,57.18,149.03,7.0,1585.32,28.32,70.95,clay,long_rains,coastal,1,sugarcane
133.85,79.99,129.01,5.8,740.95,15.29,69.87,silty,long_rains,highland,0,potato
99.57,72.77,115.9,6.4,529.34,24.09,66.48,silty,transitional,highland,1,tomato
82.0,23.0,49.0,6.87,51.7,26.81,87.22,loamy,short_rains,semi_arid,0,watermelon
24.79,52.66,43.91,6.9,569.98,20.7,54.74,sandy,dry,semi_arid,0,chickpea
3.0,60.0,19.0,4.82,100.78,25.75,40.72,loamy,long_rains,sub_humid,0,pigeon_peas
115.68,79.73,135.05,5.3,776.07,14.72,74.53,silty,long_rains,highland,0,potato
94.97,62.83,118.31,7.4,507.61,19.32,50.54,sandy,dry,highland,0,onion
105.62,79.21,120.89,6.3,607.26,21.66,63.75,loamy,dry,highland,1,tomato
110.0,7.0,45.0,6.19,48.32,26.64,84.7,loamy,short_rains,sub_humid,1,watermelon
56.27,40.86,74.17,6.8,847.35,27.48,70.72,loamy,long_rains,coastal,0,cassava
61.44,34.52,31.83,5.7,342.39,34.04,38.87,sandy,dry,arid,0,millet
65.24,57.64,109.7,5.9,654.26,22.87,69.3,loamy,short_rains,sub_humid,0,sweetpotato
26.71,61.47,48.04,5.9,604.1,18.4,49.24,sandy,transitional,highland,0,chickpea
71.12,42.04,41.42,6.3,431.44,30.59,40.53,sandy,dry,arid,0,sorghum
39.0,127.0,202.0,6.48,71.6,15.32,81.67,sandy,dry,semi_arid,0,grapes
40.97,67.58,48.07,6.7,520.75,20.81,64.46,loamy,long_rains,sub_humid,0,beans
73.58,63.94,107.76,5.7,637.42,25.11,70.07,loamy,long_rains,sub_humid,0,sweetpotato
78.09,41.27,38.64,7.3,439.18,30.46,43.59,sandy,short_rains,arid,0,sorghum
32.0,120.0,204.0,6.14,67.39,10.38,83.45,sandy,dry,semi_arid,1,grapes
98.5,64.74,102.49,6.8,447.02,21.71,50.14,sandy,dry,highland,0,onion
80.79,39.93,60.2,7.4,866.96,32.22,57.22,sandy,dry,coastal,1,mango
51.77,35.78,35.19,6.4,358.51,33.6,39.02,sandy,dry,semi_arid,0,millet
73.17,40.92,78.87,6.0,855.21,27.1,70.55,loamy,long_rains,coastal,0,cassava
37.72,66.55,68.54,6.3,764.97,30.48,59.37,sandy,long_rains,coastal,0,groundnut
154.43,46.49,70.3,5.6,2018.13,17.89,80.44,silty,long_rains,highland,0,tea
73.03,39.66,39.97,7.2,430.23,30.3,40.94,sandy,short_rains,arid,1,sorghum
83.68,49.13,42.13,6.2,577.17,17.17,53.18,loamy,dry,highland,0,wheat
109.91,50.57,62.19,6.3,790.82,26.5,57.44,loamy,long_rains,sub_humid,0,cotton
7.0,21.0,35.0,5.76,131.25,25.76,94.66,sandy,long_rains,coastal,1,coconut
69.09,57.89,107.87,6.2,657.53,24.95,64.07,loamy,short_rains,sub_humid,0,sweetpotato
97.96,65.87,104.62,6.3,495.77,21.43,55.25,loamy,dry,semi_arid,0,onion
103.6,65.1,109.9,6.3,429.43,19.97,51.1,sandy,dry,semi_arid,0,onion
64.0,35.0,23.0,5.68,63.04,23.02,61.89,silty,short_rains,sub_humid,0,maize
67.91,37.04,39.99,7.4,482.64,27.04,44.3,loamy,short_rains,arid,1,sorghum
127.05,61.74,41.49,6.9,1903.37,26.0,82.41,clay,long_rains,coastal,0,rice
8.0,23.0,44.0,7.13,108.48,18.47,89.69,loamy,dry,semi_arid,1,pomegranate
4.0,61.0,21.0,6.75,48.78,24.84,60.09,clay,transitional,semi_arid,0,lentils
28.0,55.6,48.75,5.9,631.3,21.13,56.81,loamy,dry,highland,1,chickpea
2.0,120.0,203.0,5.89,108.62,23.13,94.71,silty,transitional,highland,0,apple
32.0,141.0,204.0,5.54,67.24,8.83,82.9,loamy,dry,semi_arid,1,grapes
29.0,54.0,16.0,8.15,32.05,27.78,54.65,sandy,dry,arid,0,moth_beans
30.14,55.46,47.08,5.9,522.31,19.13,50.76,sandy,transitional,highland,0,chickpea
102.0,53.0,21.0,6.91,91.5,23.04,76.11,clay,long_rains,sub_humid,1,cotton
29.06,59.56,45.2,6.5,353.97,19.15,42.04,clay,transitional,highland,0,lentils
116.0,52.0,19.0,6.11,67.08,22.94,75.37,loamy,long_rains,sub_humid,0,cotton
99.0,6.0,45.0,6.0,40.71,26.13,86.55,sandy,short_rains,semi_arid,0,watermelon
39.0,70.0,15.0,6.37,47.93,20.77,63.9,clay,transitional,semi_arid,1,lentils
35.45,65.29,56.47,6.7,553.98,19.36,58.25,loamy,short_rains,sub_humid,1,beans
37.0,77.0,17.0,5.62,191.07,36.21,31.95,loamy,short_rains,semi_arid,0,pigeon_peas
116.07,60.66,44.78,6.0,1500.26,27.15,86.37,silty,long_rains,coastal,1,rice
29.08,66.63,52.59,7.0,525.3,22.93,61.73,silty,long_rains,sub_humid,1,beans
93.25,50.85,51.5,6.9,700.65,25.0,71.18,loamy,long_rains,sub_humid,0,maize
71.09,58.51,98.76,5.8,539.71,24.52,66.61,loamy,short_rains,highland,1,sweetpotato
180.63,61.58,192.76,6.2,1607.72,26.1,78.18,loamy,long_rains,coastal,0,banana
195.74,59.93,148.38,7.1,1510.48,30.04,69.23,clay,long_rains,sub_humid,1,sugarcane
80.17,44.32,57.48,7.4,946.75,32.16,57.02,loamy,dry,semi_arid,0,mango
131.21,79.88,117.62,6.5,725.69,15.2,70.65,silty,transitional,highland,1,potato
101.65,68.38,114.83,7.4,507.0,21.83,56.32,loamy,dry,semi_arid,0,onion
95.89,58.85,52.76,6.7,691.08,20.96,67.52,silty,long_rains,sub_humid,0,maize
161.05,46.83,80.18,4.6,2360.2,16.24,81.18,loamy,long_rains,highland,0,tea
55.0,66.0,22.0,7.75,66.64,30.91,68.79,clay,short_rains,coastal,1,blackgram
30.6,56.28,46.61,7.9,387.22,20.06,46.99,loamy,transitional,highland,1,lentils
30.81,59.26,49.52,5.8,591.95,22.81,49.82,loamy,dry,highland,0,chickpea
52.41,43.16,32.58,6.4,328.34,31.29,34.82,sandy,short_rains,semi_arid,0,millet
68.88,59.52,117.42,6.0,625.17,27.31,69.33,sandy,long_rains,sub_humid,0,sweetpotato
16.0,18.0,26.0,5.57,145.54,28.44,91.81,loamy,long_rains,coastal,0,coconut
55.55,48.23,78.88,6.5,836.52,27.96,74.43,loamy,long_rains,coastal,0,cassava
28.67,67.24,50.14,7.4,531.59,20.2,62.52,loamy,long_rains,highland,0,beans
11.0,6.0,25.0,6.08,178.96,28.69,96.65,loamy,long_rains,coastal,1,coconut
24.0,33.0,35.0,5.34,100.76,29.26,54.82,sandy,dry,semi_arid,1,mango
83.0,29.0,52.0,6.7,46.05,25.76,87.59,sandy,dry,sub_humid,0,watermelon
70.34,45.3,42.06,5.6,482.89,30.49,49.0,loamy,dry,arid,0,sorghum
40.0,49.0,17.0,6.69,53.57,31.02,45.89,sandy,short_rains,arid,0,moth_beans
32.0,25.0,9.0,7.8,101.15,10.36,93.76,loamy,transitional,highland,0,orange
33.0,61.0,24.0,4.57,122.46,20.05,48.94,sandy,short_rains,sub_humid,1,pigeon_peas
24.02,57.05,47.04,6.1,389.61,19.12,46.81,clay,transitional,highland,1,lentils
10.0,24.0,27.0,5.71,145.93,27.57,94.9,sandy,long_rains,coastal,1,coconut
110.0,21.0,54.0,6.75,47.46,26.74,87.82,loamy,short_rains,semi_arid,0,watermelon
152.43,44.97,80.21,4.7,2056.15,15.44,79.55,loamy,long_rains,highland,0,tea
28.79,63.53,52.65,7.4,495.71,22.03,62.21,loamy,short_rains,highland,0,beans
124.79,48.38,46.08,6.3,2019.04,28.34,87.22,clay,long_rains,coastal,1,rice
101.23,60.61,50.54,7.0,613.81,24.3,59.0,loamy,long_rains,sub_humid,1,maize
32.21,60.1,41.98,6.4,586.78,18.94,56.61,loamy,transitional,semi_arid,0,chickpea
119.14,56.44,41.47,5.9,1842.54,29.59,81.26,silty,long_rains,sub_humid,1,rice
26.0,121.0,201.0,6.16,112.31,22.19,90.03,loamy,dry,highland,1,apple
3.0,136.0,205.0,6.33,71.41,17.59,80.85,sandy,dry,semi_arid,0,grapes
107.67,51.61,47.95,6.7,708.64,22.96,65.05,silty,long_rains,sub_humid,1,maize
95.88,80.95,129.76,6.3,566.52,24.73,64.8,silty,transitional,sub_humid,1,tomato
122.5,48.54,46.79,6.5,1840.11,27.47,83.79,clay,long_rains,sub_humid,1,rice
29.0,34.0,26.0,6.27,89.29,33.88,54.39,loamy,dry,coastal,1,mango
190.18,65.07,147.57,7.2,1701.17,24.49,73.31,loamy,long_rains,sub_humid,1,sugarcane
71.02,59.31,112.32,6.0,565.07,26.36,69.01,sandy,short_rains,sub_humid,0,sweetpotato
21.0,135.0,198.0,5.77,105.02,23.86,94.92,loamy,transitional,highland,1,apple
121.93,78.23,128.67,5.6,727.69,15.91,72.37,loamy,transitional,highland,0,potato
106.92,58.26,72.6,6.4,877.29,26.3,48.51,clay,long_rains,sub_humid,0,cotton
170.09,66.37,171.53,5.5,1596.82,25.52,78.88,loamy,long_rains,coastal,0,banana
13.0,7.0,43.0,7.01,109.66,18.2,91.12,loamy,transitional,semi_arid,1,pomegranate
119.82,81.46,126.17,6.0,647.49,15.03,67.42,loamy,transitional,highland,0,potato
29.98,59.38,56.07,6.4,593.87,22.16,62.62,loamy,long_rains,highland,0,beans
41.0,78.0,21.0,6.58,70.89,25.2,60.37,clay,short_rains,coastal,0,blackgram
24.24,63.58,42.96,7.4,390.68,17.95,50.6,loamy,dry,highland,0,lentils
26.0,18.0,30.0,6.34,96.6,32.06,51.08,sandy,dry,coastal,0,mango
184.56,71.04,149.38,6.9,1557.94,29.59,71.5,clay,long_rains,sub_humid,0,sugarcane
39.81,65.1,56.58,6.9,583.26,22.22,62.42,silty,short_rains,highland,0,beans
171.28,54.5,185.93,5.6,1533.82,27.35,81.97,clay,long_rains,sub_humid,1,banana
55.39,38.48,32.01,6.3,301.32,30.64,42.11,sandy,dry,semi_arid,0,millet
76.57,53.45,109.14,6.2,581.02,24.23,67.12,loamy,long_rains,highland,1,sweetpotato
82.48,46.06,35.76,7.1,563.72,12.29,49.76,clay,dry,highland,0,wheat
91.0,75.0,55.0,6.21,109.28,27.49,76.11,clay,long_rains,coastal,1,banana
186.95,62.59,138.45,7.3,1577.97,28.86,71.96,clay,long_rains,coastal,1,sugarcane
8.0,38.0,32.0,4.98,91.41,29.75,46.74,loamy,dry,semi_arid,0,mango
57.65,46.9,77.31,6.7,906.25,27.32,73.34,loamy,long_rains,sub_humid,0,cassava
89.25,61.67,116.81,6.7,435.23,19.76,54.13,loamy,dry,highland,0,onion
70.78,55.91,70.91,6.6,645.68,24.72,50.91,loamy,short_rains,sub_humid,0,sunflower
63.41,61.18,99.86,7.0,639.5,26.07,66.44,sandy,long_rains,highland,0,sweetpotato
110.16,51.76,40.36,6.6,2062.83,26.68,86.87,silty,long_rains,sub_humid,1,rice
56.33,34.79,34.69,6.7,297.17,28.14,37.38,sandy,dry,semi_arid,0,millet
34.07,70.57,53.21,6.0,533.11,21.02,66.45,loamy,long_rains,sub_humid,0,beans
89.0,60.0,17.0,5.98,101.7,25.38,57.21,loamy,long_rains,sub_humid,1,maize
65.25,42.93,36.1,6.1,439.79,27.21,47.61,sandy,dry,semi_arid,1,sorghum
100.94,55.49,51.26,6.5,720.04,23.47,70.68,silty,long_rains,highland,0,maize
98.09,56.83,50.16,6.6,710.5,23.84,67.6,loamy,short_rains,sub_humid,0,maize
73.52,49.85,35.99,6.7,564.84,17.44,47.22,loamy,dry,highland,1,wheat
50.0,58.0,23.0,7.6,69.76,27.81,62.5,clay,short_rains,sub_humid,0,blackgram
31.0,6.0,26.0,5.74,157.24,29.13,91.31,loamy,long_rains,coastal,0,coconut
100.14,67.4,109.52,7.1,445.1,20.74,49.83,sandy,dry,semi_arid,1,onion
177.45,64.78,117.94,6.2,1678.54,26.3,77.9,clay,long_rains,coastal,0,sugarcane
123.94,60.45,97.47,5.6,1546.92,19.62,75.44,silty,long_rains,highland,0,coffee
27.0,65.0,18.0,5.6,73.36,20.11,23.22,silty,long_rains,sub_humid,0,kidney_beans
90.47,60.35,110.78,6.6,475.29,20.48,46.35,sandy,dry,highland,1,onion
125.49,61.29,99.16,6.4,1526.0,20.38,74.86,silty,long_rains,highland,1,coffee
27.62,63.74,64.71,6.6,770.52,29.89,55.76,loamy,long_rains,sub_humid,0,groundnut
84.0,25.0,52.0,6.13,44.21,24.37,81.25,loamy,short_rains,sub_humid,1,watermelon
121.36,65.27,105.55,6.7,590.32,18.89,66.55,loamy,short_rains,highland,0,cabbage
69.84,48.11,44.09,6.1,464.61,32.03,43.9,loamy,dry,arid,0,sorghum
4.0,59.0,22.0,8.91,42.44,29.34,49.0,sandy,short_rains,arid,1,moth_beans
90.03,50.94,51.26,6.0,755.67,24.34,76.28,loamy,short_rains,sub_humid,0,maize
32.75,56.84,42.52,7.1,400.12,17.12,43.96,loamy,dry,semi_arid,0,lentils
29.59,59.61,46.1,7.7,406.37,17.95,48.59,clay,dry,highland,0,lentils
191.49,61.67,130.75,6.1,1612.06,28.2,73.26,clay,long_rains,sub_humid,0,sugarcane
60.03,50.17,67.41,7.2,533.52,26.27,45.97,loamy,dry,sub_humid,0,sunflower
180.64,58.88,138.35,7.4,1683.86,29.09,75.9,clay,long_rains,sub_humid,1,sugarcane
70.59,42.42,39.31,7.2,431.59,27.52,39.92,sandy,dry,semi_arid,0,sorghum
81.27,41.27,42.25,7.0,589.1,17.18,57.27,clay,dry,highland,1,wheat
132.52,86.69,135.56,5.7,667.37,16.75,67.57,silty,transitional,highland,1,potato
60.35,41.59,81.99,6.0,955.54,25.95,74.03,loamy,long_rains,coastal,0,cassava
65.16,42.78,68.49,6.5,608.78,26.69,49.53,sandy,dry,semi_arid,0,sunflower
195.97,51.27,146.3,7.3,1541.44,29.65,73.41,clay,long_rains,coastal,0,sugarcane
29.77,65.52,45.88,7.9,427.41,19.11,46.09,loamy,transitional,highland,0,lentils
103.66,70.55,99.59,6.0,416.83,21.56,50.41,loamy,dry,semi_arid,0,onion
72.88,44.45,41.91,7.3,561.94,15.34,51.77,clay,dry,highland,0,wheat
128.68,64.22,111.97,7.4,568.83,14.83,67.71,loamy,short_rains,highland,0,cabbage
5.0,136.0,195.0,6.26,107.77,22.36,91.92,loamy,dry,highland,1,apple
97.08,52.2,47.38,5.8,726.38,23.52,60.19,loamy,long_rains,highland,0,maize
30.0,17.0,31.0,6.8,94.63,31.2,54.5,loamy,dry,coastal,0,mango
129.07,72.8,136.39,6.2,692.02,14.84,67.34,silty,long_rains,highland,1,potato
184.59,62.5,120.17,6.9,1596.62,29.59,67.79,clay,long_rains,sub_humid,0,sugarcane
91.39,53.6,50.69,6.1,640.74,25.01,63.19,silty,long_rains,highland,1,maize
74.41,47.98,40.8,6.3,550.42,16.64,50.94,loamy,dry,highland,0,wheat
75.33,58.55,114.04,6.7,573.95,23.35,67.03,loamy,long_rains,sub_humid,0,sweetpotato
5.0,45.0,21.0,6.49,43.05,28.36,88.01,sandy,transitional,sub_humid,0,mung_bean
27.1,57.08,45.89,6.2,360.4,16.8,45.2,loamy,dry,semi_arid,0,lentils
27.64,56.6,47.35,6.3,333.82,18.84,51.36,clay,dry,semi_arid,1,lentils
32.0,66.0,17.0,7.16,70.14,34.95,65.27,loamy,short_rains,sub_humid,0,blackgram
31.0,72.0,17.0,5.83,96.36,28.69,49.47,sandy,long_rains,semi_arid,0,pigeon_peas
77.79,41.71,38.35,6.8,425.12,28.04,43.23,loamy,short_rains,semi_arid,0,sorghum
36.0,140.0,198.0,6.28,104.43,23.34,91.48,loamy,dry,highland,0,apple
27.24,56.67,51.11,5.7,464.79,21.56,52.59,sandy,dry,highland,1,chickpea
18.0,66.0,22.0,6.35,47.9,25.88,67.55,clay,dry,highland,0,lentils
188.37,62.35,183.14,6.1,1399.92,26.85,80.13,loamy,long_rains,sub_humid,0,banana
128.37,54.79,42.33,6.9,1816.53,25.91,88.84,silty,long_rains,sub_humid,0,rice
19.0,53.0,22.0,6.85,42.83,27.86,80.45,sandy,short_rains,sub_humid,0,mung_bean
66.0,54.0,21.0,5.92,72.12,25.19,60.2,loamy,short_rains,highland,0,maize
3.0,68.0,16.0,4.96,107.47,18.32,34.7,sandy,short_rains,semi_arid,0,pigeon_peas
178.36,60.41,137.17,6.0,1448.28,30.09,73.03,loamy,long_rains,coastal,1,sugarcane
30.0,7.0,15.0,7.83,115.77,33.23,91.06,loamy,transitional,highland,1,orange
87.1,42.43,65.7,5.6,798.57,29.1,53.73,loamy,transitional,coastal,0,mango
84.86,46.82,76.44,6.7,775.22,27.36,56.58,sandy,dry,semi_arid,0,mango
149.15,48.86,78.64,4.6,2108.84,17.16,79.84,silty,long_rains,highland,0,tea
112.53,68.26,101.78,7.4,462.77,22.09,53.83,loamy,dry,semi_arid,0,onion
103.0,33.0,33.0,7.13,126.81,26.72,50.5,loamy,long_rains,highland,0,coffee
33.0,75.0,21.0,6.69,62.3,33.05,68.94,clay,short_rains,sub_humid,0,blackgram
109.68,83.3,126.24,6.2,582.35,21.41,62.54,silty,transitional,sub_humid,1,tomato
26.28,63.73,50.75,7.2,536.69,20.51,68.17,loamy,short_rains,sub_humid,0,beans
189.47,72.73,139.69,7.4,1613.11,30.66,78.06,loamy,long_rains,coastal,0,sugarcane
91.89,55.16,46.29,6.4,684.12,22.1,68.58,loamy,short_rains,highland,1,maize
127.73,78.62,134.69,5.6,717.23,15.25,68.62,silty,transitional,highland,1,potato
54.04,36.45,35.91,6.8,307.39,32.12,39.45,sandy,short_rains,semi_arid,0,millet
107.72,78.38,105.14,6.7,594.92,23.87,68.9,loamy,dry,sub_humid,1,tomato
103.0,72.0,51.0,6.1,104.48,26.13,81.81,loamy,long_rains,sub_humid,1,banana
101.29,60.9,54.44,6.0,760.21,23.45,67.64,loamy,long_rains,highland,0,maize
80.78,48.43,43.35,6.4,566.97,16.7,55.3,loamy,dry,highland,1,wheat
70.41,56.6,100.13,6.4,683.84,25.03,63.26,sandy,short_rains,sub_humid,1,sweetpotato
57.13,38.5,35.05,6.7,349.67,31.06,42.61,sandy,dry,semi_arid,0,millet
63.56,57.73,97.06,5.6,551.83,24.93,67.35,loamy,short_rains,sub_humid,0,sweetpotato
34.0,63.33,51.92,6.5,537.32,20.71,60.61,silty,short_rains,highland,0,beans
56.27,36.89,81.22,6.7,854.8,27.08,72.1,loamy,long_rains,coastal,0,cassava
67.88,62.37,65.28,6.8,549.66,25.84,45.73,loamy,short_rains,semi_arid,1,sunflower
70.02,44.55,37.68,6.4,408.14,27.89,44.55,sandy,short_rains,semi_arid,1,sorghum
29.0,145.0,205.0,6.21,109.34,22.81,92.13,loamy,transitional,highland,1,apple
110.29,84.22,127.35,6.7,574.47,22.6,59.87,silty,dry,highland,1,tomato
